Unnamed: 0,Property name,Order ID,Order time,Source,Dispatch type,Channel,Sales channel name,Sales channel type,Payment method,Is preorder,Refund status,Gross sales,Tax on gross sales,Tips,Delivery charges,Service charges,DRS charges,Packaging charges,Additional charges,Charges,Revenue,Refunds,Revenue after refunds,Discounts
3365.0,20 - Chocoberry - Cafe Cardiff,71618e73-ecc3-46cd-86c3-df5f6467d37d,2026-01-15 23:33:22,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,8.75,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,8.75,0.00
3364.0,20 - Chocoberry - Cafe Cardiff,fc5be44b-54c0-4f24-bde5-7110710b2054,2026-01-15 23:34:21,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,13.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00,0.0,13.00,0.00
3363.0,20 - Chocoberry - Cafe Cardiff,deliveroo.1022.urbanpiper.1054186041,2026-01-15 23:34:27,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,16.16,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.28,0.0,17.28,-4.32
3362.0,20 - Chocoberry - Cafe Cardiff,311f41d7-e4e2-4d04-9438-efff4994eb51,2026-01-15 23:37:47,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,23.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00,0.0,23.00,0.00
3361.0,20 - Chocoberry - Cafe Cardiff,8a1240e7-4e71-4b47-861e-e8d6b2fab0dd,2026-01-15 23:38:21,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,15.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.00,0.0,15.00,0.00
3360.0,20 - Chocoberry - Cafe Cardiff,ubereats.C935A.urbanpiper.1054187621,2026-01-15 23:48:41,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,9.09,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,0.0,10.91,-5.29
3359.0,20 - Chocoberry - Cafe Cardiff,ff1a4ae6-1fc9-4b84-a4b0-1eafaa09b1ce,2026-01-15 23:54:19,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,7.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,0.0,7.00,0.00
3358.0,20 - Chocoberry - Cafe Cardiff,376c5ec7-1c30-4b15-86ec-13ffa65fc86a,2026-01-15 23:55:24,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.16,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
3357.0,20 - Chocoberry - Cafe Cardiff,a3696764-3f22-46ae-b921-b661038b365d,2026-01-15 23:56:23,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,10.41,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.50,0.0,12.50,0.00
3356.0,20 - Chocoberry - Cafe Cardiff,b3fae981-bcf3-48c4-9c49-0cfb76f0ea6b,2026-01-15 23:57:20,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,0.0,6.00,0.00
3355.0,20 - Chocoberry - Cafe Cardiff,b22915d2-6340-4526-a2e8-d321c46ba1a5,2026-01-15 23:58:00,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50,0.0,7.50,0.00
3354.0,20 - Chocoberry - Cafe Cardiff,8d776687-5fa3-4f1d-b8c9-a16d19bca7f7,2026-01-15 23:58:44,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3353.0,20 - Chocoberry - Cafe Cardiff,295c7c4a-1fcb-4615-b734-9df31025d686,2026-01-15 23:59:48,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3352.0,20 - Chocoberry - Cafe Cardiff,68f78235-b0d3-4112-a921-4af967f2f6f9,2026-01-16 00:11:41,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,7.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50,0.0,7.50,0.00
3351.0,20 - Chocoberry - Cafe Cardiff,ubereats.01CF6.urbanpiper.1054190987,2026-01-16 00:20:37,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,19.21,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.21,0.0,19.21,-1.79
3350.0,20 - Chocoberry - Cafe Cardiff,deliveroo.3231.urbanpiper.1054191405,2026-01-16 00:24:16,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,11.40,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.40,0.0,11.40,0.00
3349.0,20 - Chocoberry - Cafe Cardiff,14e95a11-7c90-4234-8b8a-0acaed8cc7f8,2026-01-16 00:43:32,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,12.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.00,0.0,12.00,0.00
3348.0,20 - Chocoberry - Cafe Cardiff,1e5fa97a-8196-408d-89c3-f273c408f67b,2026-01-16 00:46:43,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50,0.0,8.50,0.00
3347.0,20 - Chocoberry - Cafe Cardiff,072d90ca-bff3-471b-8ca1-768271a2acbd,2026-01-16 00:54:50,In store,Collection,POS,Chocoberry Cardiff,POS,Unpaid,No,,7.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,0.0,7.00,0.00
3346.0,20 - Chocoberry - Cafe Cardiff,e4489edc-85e3-4f0b-be51-d19804440bbb,2026-01-16 00:56:14,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,0.0,7.00,0.00
3345.0,20 - Chocoberry - Cafe Cardiff,ubereats.51C75.urbanpiper.1054194595,2026-01-16 00:56:49,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,26.90,1.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.20,0.0,28.20,0.00
3344.0,20 - Chocoberry - Cafe Cardiff,533b0f57-7b7e-436c-ae33-c7cf6eda5d70,2026-01-16 00:58:32,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,32.66,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.50,0.0,35.50,0.00
3343.0,20 - Chocoberry - Cafe Cardiff,06bc1c59-4475-4d48-819a-91de0f207276,2026-01-16 00:58:55,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50,0.0,7.50,0.00
3342.0,20 - Chocoberry - Cafe Cardiff,5921e193-2b82-49ee-8627-9d44a07ba847,2026-01-16 01:08:20,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3341.0,20 - Chocoberry - Cafe Cardiff,37896d96-526a-4da9-835f-b47c922ecdd6,2026-01-16 01:08:33,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3340.0,20 - Chocoberry - Cafe Cardiff,bbe11ce1-7736-4bca-87c7-c32d2f83f36d,2026-01-16 13:01:49,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,10.83,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00,0.0,13.00,0.00
3339.0,20 - Chocoberry - Cafe Cardiff,90c668f1-d7c5-46ef-bd0b-886c8d984cd1,2026-01-16 13:02:25,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
3338.0,20 - Chocoberry - Cafe Cardiff,edbd8f19-30ee-4938-bfd5-bd9c4508b94e,2026-01-16 13:04:36,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,27.08,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.50,0.0,32.50,0.00
3337.0,20 - Chocoberry - Cafe Cardiff,ubereats.DDCA2.urbanpiper.1054570721,2026-01-16 13:20:54,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,9.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60,0.0,9.60,-9.60
3336.0,20 - Chocoberry - Cafe Cardiff,2266e2cb-a370-4ff9-8546-590f0c32c604,2026-01-16 13:24:07,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,1.00,0.00
3335.0,20 - Chocoberry - Cafe Cardiff,cc412ada-f13d-45dc-a4af-16a5399f4fe1,2026-01-16 14:14:51,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,12.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.50,0.0,12.50,0.00
3334.0,20 - Chocoberry - Cafe Cardiff,7c24be0a-cc2a-4a9f-990f-0c5e4f0f79bb,2026-01-16 14:28:44,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,5.42,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50,0.0,6.50,0.00
3333.0,20 - Chocoberry - Cafe Cardiff,8639c972-b00d-4c39-a0aa-e69bea862f04,2026-01-16 14:46:44,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3332.0,20 - Chocoberry - Cafe Cardiff,58b6e093-32da-48ed-888d-c78ea846d159,2026-01-16 14:57:14,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,8.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
3331.0,20 - Chocoberry - Cafe Cardiff,912fe450-df38-4ca2-8bff-d2b2c2f5a5c4,2026-01-16 15:13:45,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,0.01,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.00
3330.0,20 - Chocoberry - Cafe Cardiff,41d73cd0-8158-4d17-bec6-6832e2e52cca,2026-01-16 15:20:01,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,27.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.00,0.0,27.00,0.00
3329.0,20 - Chocoberry - Cafe Cardiff,19dc05ae-3bfc-42b9-ad13-efc10360e44e,2026-01-16 15:23:05,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,19.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00,0.0,21.00,0.00
3328.0,20 - Chocoberry - Cafe Cardiff,ubereats.3464D.urbanpiper.1054732564,2026-01-16 15:32:16,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,27.07,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.61,0.0,27.61,-3.29
3327.0,20 - Chocoberry - Cafe Cardiff,1539d30b-cb85-49c0-adc7-3e84d28c31ae,2026-01-16 15:37:52,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,8.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50,0.0,8.50,0.00
3326.0,20 - Chocoberry - Cafe Cardiff,ubereats.0BF15.urbanpiper.1054741151,2026-01-16 15:38:45,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,9.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60,0.0,9.60,-9.60
3325.0,20 - Chocoberry - Cafe Cardiff,b805cd85-44a3-4822-8b5f-ccf9036da72e,2026-01-16 15:50:38,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,19.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00,0.0,19.00,0.00
3324.0,20 - Chocoberry - Cafe Cardiff,1bd6b796-22de-4f26-8ef9-e6fc55227f5e,2026-01-16 16:07:42,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
3323.0,20 - Chocoberry - Cafe Cardiff,07a37dde-4b7e-448d-97f0-e064be8e98e5,2026-01-16 16:24:55,In store,Collection,POS,Chocoberry Cardiff,POS,Cash,No,,27.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.00,0.0,27.00,0.00
3322.0,20 - Chocoberry - Cafe Cardiff,c01a431c-0ee8-4d6c-acdf-875c7e1d3d79,2026-01-16 16:39:54,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,3.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00,0.0,3.00,0.00
3321.0,20 - Chocoberry - Cafe Cardiff,ubereats.85D13.urbanpiper.1054816157,2026-01-16 16:41:21,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.66,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41,0.0,19.41,-2.79
3320.0,20 - Chocoberry - Cafe Cardiff,93357211-f244-4ae4-8b44-8a93d9f33c0d,2026-01-16 16:56:31,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.75,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,8.75,0.00
3319.0,20 - Chocoberry - Cafe Cardiff,4abf4b4c-2ded-4b15-a4d0-811e0831ddbc,2026-01-16 17:08:27,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,19.50,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.50,0.0,21.50,0.00
3318.0,20 - Chocoberry - Cafe Cardiff,f74ec18f-4cd7-4a6d-ae53-000b6d2d8766,2026-01-16 17:19:00,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,23.16,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.50,0.0,26.50,0.00
3317.0,20 - Chocoberry - Cafe Cardiff,4e55bdbe-a70f-4ae2-94ff-ac91c1ea5cc0,2026-01-16 17:21:08,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,20.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.50,0.0,20.50,0.00
3316.0,20 - Chocoberry - Cafe Cardiff,deliveroo.5661.urbanpiper.1054860059,2026-01-16 17:24:50,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,19.20,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.20,0.0,19.20,0.00
3315.0,20 - Chocoberry - Cafe Cardiff,ubereats.6BA45.urbanpiper.1054883323,2026-01-16 17:51:12,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,20.20,1.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60,0.0,21.60,0.00
3314.0,20 - Chocoberry - Cafe Cardiff,b9ae4b3b-f941-4653-bde6-c28d552c79c2,2026-01-16 18:18:11,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
3313.0,20 - Chocoberry - Cafe Cardiff,5d0d42c6-d3f2-4222-99b1-6fbe977d31f3,2026-01-16 18:25:39,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,30.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.50,0.0,30.50,0.00
3312.0,20 - Chocoberry - Cafe Cardiff,b6d0309b-b8df-409a-b697-12423552aa8d,2026-01-16 18:26:33,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,3.29,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,0.0,3.95,0.00
3311.0,20 - Chocoberry - Cafe Cardiff,0d85093e-0a8a-46f0-aa41-38fb24ec464c,2026-01-16 18:28:04,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,3.79,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,4.45,0.00
3310.0,20 - Chocoberry - Cafe Cardiff,439e9c00-4908-4c57-9357-f0812ab96cbf,2026-01-16 18:28:34,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,2.50,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00,0.0,3.00,0.00
3309.0,20 - Chocoberry - Cafe Cardiff,3968cc9a-c9f0-4f5b-b16c-4a15aee05375,2026-01-16 18:31:09,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,12.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.00,0.0,12.00,0.00
3308.0,20 - Chocoberry - Cafe Cardiff,deliveroo.6714.urbanpiper.1054917158,2026-01-16 18:37:28,Deliveroo,Collection,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,24.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.00,0.0,24.00,0.00
3307.0,20 - Chocoberry - Cafe Cardiff,7e51bd78-96c5-4fac-8abd-64deca07fec1,2026-01-16 18:37:30,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3306.0,20 - Chocoberry - Cafe Cardiff,c2fb8291-26ba-4c2a-ad64-38ae6fce268d,2026-01-16 18:37:57,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,Full,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00
3305.0,20 - Chocoberry - Cafe Cardiff,deliveroo.1403.urbanpiper.1054919423,2026-01-16 18:41:04,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,16.80,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80,0.0,16.80,0.00
3304.0,20 - Chocoberry - Cafe Cardiff,ubereats.00FB3.urbanpiper.1054919935,2026-01-16 18:41:56,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.00,0.0,18.00,0.00
3303.0,20 - Chocoberry - Cafe Cardiff,ca2ebc4b-a687-4b92-9b00-a2d81138cda5,2026-01-16 18:48:54,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,3.12,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75,0.00
3302.0,20 - Chocoberry - Cafe Cardiff,38716d2b-ce79-46fe-ab2a-e502c9e216c9,2026-01-16 18:55:25,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,15.33,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,0.0,16.65,0.00
3301.0,20 - Chocoberry - Cafe Cardiff,24d3cba2-ebf7-4505-85d9-16821d168360,2026-01-16 19:00:41,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50,0.0,8.50,0.00
3300.0,20 - Chocoberry - Cafe Cardiff,df040542-92aa-407e-9bc8-cf8abba63535,2026-01-16 19:02:05,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,13.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.50,0.0,13.50,0.00
3299.0,20 - Chocoberry - Cafe Cardiff,b18fb03a-5e30-4555-9fb9-35e2383cee0f,2026-01-16 19:04:58,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,19.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00,0.0,19.00,0.00
3298.0,20 - Chocoberry - Cafe Cardiff,01c315af-c046-48bc-97b2-77a2c558594d,2026-01-16 19:08:06,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50,0.0,9.50,0.00
3297.0,20 - Chocoberry - Cafe Cardiff,29cc6124-1a31-4931-89e1-6cbef3cecd83,2026-01-16 19:09:40,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,5.00,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,0.0,6.00,0.00
3296.0,20 - Chocoberry - Cafe Cardiff,859fa843-974e-4c47-baa1-6c9b83e3e330,2026-01-16 19:11:40,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,3.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00,0.0,4.00,0.00
3295.0,20 - Chocoberry - Cafe Cardiff,ubereats.5E570.urbanpiper.1054938364,2026-01-16 19:13:50,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.60,0.0,15.60,0.00
3294.0,20 - Chocoberry - Cafe Cardiff,cbc30a74-8be3-4bbf-b324-56d33a6bbe0e,2026-01-16 19:18:12,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
3293.0,20 - Chocoberry - Cafe Cardiff,2755ba66-c050-4915-89eb-9466a69f4984,2026-01-16 19:20:47,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,20.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.00,0.0,20.00,0.00
3292.0,20 - Chocoberry - Cafe Cardiff,4e641b5b-c401-47af-b5fa-6316943d32bd,2026-01-16 19:23:48,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50,0.0,6.50,0.00
3291.0,20 - Chocoberry - Cafe Cardiff,10db2cba-7f10-4050-8e36-c9ffccf8f8b1,2026-01-16 19:26:42,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
3290.0,20 - Chocoberry - Cafe Cardiff,6e4fb8a7-efad-4f40-9782-021bfa9053bd,2026-01-16 19:27:41,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,24.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.50,0.0,24.50,0.00
3289.0,20 - Chocoberry - Cafe Cardiff,1e0bacfc-7dcf-46c1-9f61-f436cea9afea,2026-01-16 19:28:50,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,19.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00,0.0,19.00,0.00
3288.0,20 - Chocoberry - Cafe Cardiff,ea167f5c-3fc7-4da8-a787-adf0ea9a5881,2026-01-16 19:33:11,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,37.66,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.00,0.0,40.00,0.00
3287.0,20 - Chocoberry - Cafe Cardiff,860fb4e3-297b-4d04-b84e-54ffec74e5ca,2026-01-16 19:37:36,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,23.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00,0.0,23.00,0.00
3286.0,20 - Chocoberry - Cafe Cardiff,18141ef7-3add-48f2-b632-efc51c9ecd36,2026-01-16 19:40:18,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
3285.0,20 - Chocoberry - Cafe Cardiff,ubereats.C4A8F.urbanpiper.1054953442,2026-01-16 19:43:44,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,20.00,1.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60,0.0,21.60,0.00
3284.0,20 - Chocoberry - Cafe Cardiff,ubereats.58A2C.urbanpiper.1054953526,2026-01-16 19:43:58,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,25.80,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.80,0.0,25.80,-9.60
3283.0,20 - Chocoberry - Cafe Cardiff,deliveroo.7962.urbanpiper.1054954028,2026-01-16 19:45:04,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,19.60,1.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00,0.0,21.00,0.00
3282.0,20 - Chocoberry - Cafe Cardiff,f2818e4b-f339-48a6-b55d-5334875861ea,2026-01-16 19:45:58,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,5.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.50,0.0,5.50,0.00
3281.0,20 - Chocoberry - Cafe Cardiff,5980084c-e551-44a9-a090-4039f5fd1f7c,2026-01-16 19:48:52,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,2.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00,0.0,3.00,0.00
3280.0,20 - Chocoberry - Cafe Cardiff,ubereats.65812.urbanpiper.1054956125,2026-01-16 19:49:59,Uber Eats,Collection,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,8.40,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40,0.0,8.40,-8.40
3279.0,20 - Chocoberry - Cafe Cardiff,a5aae118-3459-4817-ad7c-cc1e86126ff4,2026-01-16 19:52:43,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,1.00,0.00
3278.0,20 - Chocoberry - Cafe Cardiff,ubereats.DA48E.urbanpiper.1054957589,2026-01-16 19:53:30,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.85,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.20,0.0,13.20,-9.60
3277.0,20 - Chocoberry - Cafe Cardiff,ubereats.B44EF.urbanpiper.1054957650,2026-01-16 19:53:41,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.00,0.0,12.00,0.00
